"AED Name","AED Address","Detailed location of the AED installed","Location Google Map coordinate: latitude","Location Google Map coordinate: longitude","Whether the AED can be used by anyone","Person allowed to operate the AED","Person who has access to the AED","Ground level categories","Service Hour Remark","AED brand","AED model","AED remark"
PopCorn,"9, Tong Chun Street, Tsang Kwan O, New Territories.","G/F Customer Service Centre, PopCorn 2",22.30883487839579,114.26147723959178,Yes,"Staff only","Accompanied By Staff only","Street level",,"Cardiac Science",G3,
"The Lane","The Lane, 1/F, 15 Pui Shing Road, Hang Hau, Tsang Kwan O, New Territories.","1/F Customer Service Centre",22.315124283204252,114.26491800193858,Yes,"Staff only","Accompanied By Staff only","Non-street level",,"Cardiac Science",G5,
"Pok Oi Hospital Yeung Chun Pui Care And Attention Home","No. 58 Sha Chau Lei Tsuen, Ha Tsuen, Yuen Long, New Territories.","1/F Emergency Trolley",22.445981,113.99564,No,"Staff only","Staff only","Non-street level",,"Cardiac Science",G3,
"Pok Oi Hospital Mr. Kwok Hing Kwan Neighbourhood Elderly Centre","Shop 22, G/F., Hoi Lai Shopping Centre, Hoi Lai Estate, Sham Shui Po, Kowloon","Office entrance near reception",22.3323083,114.146444,Yes,"Trained Personnel Only","Accompanied By Staff only","Non-street level",,Philips,HS1,
"Pok Oi Hospital Tuen Mun Nursing Home","2 Siu Lun Street, Tuen Mun, New Territories.","4/F Nurse Station",22.3851887,113.9758107,No,"Trained Personnel Only","Staff only","Non-street level",,"Cardiac Science",G3,
"Pok Oi Hospital Day Care Centre for the Elderly (Tuen Mun)","G/F, 2 Siu Lun Street, Tuen Mun, New Territories.","Muti-function Room",22.3851887,113.9758107,No,"Trained Personnel Only","Staff only","Non-street level",,"Cardiac Science",G3,
"Pok Oi Hospital - The Chinese University of Hong Kong Chinese Medicine Clinic cum Training and Research Centre (Yuen Long District)","3/F, Yung Fung Shee Health Centre, 26 Sai Ching Street, Yuen Long, New Territories.","Waiting Area",22.4409646,114.0270783,No,"Trained Personnel Only","Staff only","Non-street level",,Zoll,"AED Plus",
"Pok Oi Hospital Chan Au Yeung Lai Sim Memorial Day Care Centre for the Elderly","G/F, Wing B, Yiu Lung House, Tin Yiu Estate, Tin Shui Wai, Yuen Long, New Territories.","Emergency -Trolley",22.451316,114.003986,No,"Trained Personnel Only","Staff only","Non-street level",,Defibtech,AED-DCF-E130-CH,
"Pok Oi Hospital - Hong Kong Baptist University Chinese Medicine Clinic cum Training and Research Centre (Kowloon City District)","Unit 401-412, Po Man House, Oi Man Estate, Ho Man Tin, Kowloon.","Outside Consultation Room 1",22.3114997,114.1795563,Yes,"Trained Personnel Only","Accompanied By Staff only","Non-street level","Monday To Friday (except Lunch Time):0900-1900 (except 1300-1400);saturday (except Lunch Time):0900-1700 (except 1300-1400)",Philips,FRx,
"Pok Oi Hospital, WF AS Acupuncture Specialist Centre","17/F, Progress Commercial Building, No.9 Irving Street, Causeway Bay, Hong Kong.","Registration Area",22.2787892,114.1865025,Yes,"Trained Personnel Only","Accompanied By Staff only","Non-street level",,Defibtech,AED-DCF-E130-CH,
"Pok Oi Hospital - Hong Kong Baptist University Chinese Medicine Clinic cum Training and Research Centre (Yau Tsim Mong District)","9/F, Block R, Queen Elizabeth Hospital, 30 Gascoigne Road, Kowloon.","Outside Consultation Room 5",22.3088961,114.1746325,Yes,"Trained Personnel Only","Accompanied By Staff only","Non-street level","Monday To Friday (except Lunch Time):0900-1900 (except 1300-1400);saturday (except Lunch Time):0900-1700 (except 1300-1400)",ZOLL,"AED PLUS",
"Pok Oi Hospital Jockey Club Care and Attention Home","Pok Oi Hospital Jockey Club Care and Attention Home Building, Au Tau, Yuen Long, New Territories.","1/F Emergency Trolley",22.4449088,114.0410018,No,"Trained Personnel Only","Staff only","Non-street level",,Philips,FR3+,
"Pok Oi Hospital Chan Feng Men Ling Care & Attention Home","G/F, Lok Wong House, Tsz Lok Estate, Tsz Wan Shan, Kowloon.","Nurse station (Yellow Section)",22.348913,114.198838,No,"Trained Personnel Only","Staff only","Non-street level",,"Cardiac Science","G3 Pro",
"Pok Oi Hospital Chan Feng Men Ling Care & Attention Home","1/F, Lok Shing House, Tsz Lok Estate,Tsz Wan Shan, Kowloon.","Nurse station (Blue Section)",22.347891,114.197743,No,"Trained Personnel Only","Staff only","Non-street level",,"Cardiac Science","G3 Pro",
"Pok Oi Hospital Chan Feng Men Ling Care & Attention Home","1/F, Lok Shing House, Tsz Lok Estate, Tsz Wan Shan, Kowloon.","Nurse station (Red Section)",22.347891,114.197743,No,"Trained Personnel Only","Staff only","Non-street level",,"Cardiac Science","G3 Pro",
"Pok Oi Hospital Tai Kwan Care & Attention Home","G/F-2/F & KW307, Shui Kwok House, Tin Shui Estate, Tin Shui Wai, Yuen Long, New Territories.","G/F Nurse Duty Room",22.4567697,113.9974626,No,"Staff only","Staff only","Street level",,"Hong Kong Resuscitation Society Limited",LIFEPAK®1000,
"Pok Oi Hospital Tai Kwan Care & Attention Home","G/F-2/F & KW307, Shui Kwok House, Tin Shui Estate, Tin Shui Wai, Yuen Long, New Territories.","1/F Nurse Duty Room",22.4567697,113.9974626,No,"Staff only","Staff only","Non-street level",,"Hong Kong Resuscitation Society Limited",LIFEPAK®1000,
"Pok Oi Hospital Tai Kwan Care & Attention Home","G/F-2/F & KW307, Shui Kwok House, Tin Shui Estate, Tin Shui Wai, Yuen Long, New Territories.","2/F Nurse Duty Room",22.4567697,113.9974626,No,"Staff only","Staff only","Non-street level",,"Hong Kong Resuscitation Society Limited",LIFEPAK®1000,
"Pok Oi Hospital Centenary Chan See Memorial Nursing Home cum Day Care Centre","2/F to 4/F, 10 Kwong Yip Street, Yuen Long, New Territories.","2/F Nurse Duty Room",22.4478885,114.0269064,No,"Staff only","Staff only","Non-street level",,"Cardiac Science","Powerheart AED G3",
"Pok Oi Hospital Centenary Chan See Memorial Nursing Home cum Day Care Centre","2/F to 4/F, 10 Kwong Yip Street, Yuen Long, New Territories.","3/F Nurse Duty Room",22.4478885,114.0269064,No,"Staff only","Staff only","Non-street level",,"Cardiac Science","Powerheart AED G3",
"Pok Oi Hospital Centenary Chan See Memorial Nursing Home cum Day Care Centre","2/F to 4/F, 10 Kwong Yip Street, Yuen Long, New Territories.","4/F Nurse Duty Room",22.4478885,114.0269064,No,"Staff only","Staff only","Non-street level",,"Cardiac Science","Powerheart AED G3",
"Pok Oi Hospital Mrs. Chu Kwok King Memorial Kindergarten Day Nursery","G/F., Shui Moon House, Tin Shui Estate, Tin Shui Wai, Yuen Long, New Territories.",Reception,22.454724,113.998862,Yes,"Trained Personnel Only","Accompanied By Staff only","Non-street level",,Philips,HS1,
"Pok Oi Hospital Chan Kwok Wai Primary School","Sheung Tak Estate, Tseung Kwan O, New Territories.","1/F Medical Room",22.3117204,114.2610697,Yes,"Trained Personnel Only",Anyone,"Non-street level",,"Physio Control","Lifepak CR Plus",
"Pok Oi Hospital Chan Kai Memorial College","Lung Hang Estate, Tai Wai, Shatin, New Territories.","General Office",22.365241,114.178431,Yes,"Staff only","Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Pok Oi Hospital 80th Anniversary Tang Ying Hei College","2, Tong Yin Lane, Tseung Kwan O, New Territories.","G/F(Study Room)",22.3087306,114.2586924,Yes,Anyone,Anyone,"Street level",,"Physio Control","Lifepak CR Plus",
"Pok Oi Hospital Tang Pui King Mmeorial College","Phase3, Long Ping Estate Yuen Long, New Territories.","G/F MEDICAL ROOM",22.4490051,114.0227118,Yes,"Staff only",Anyone,"Street level",,"Physio Control","Lifepak CR Plus",
"One Hennessy","G/F, No. 1 Hennessy Road, Wan Chai, Hong Kong","G/F, Concierge",22.2778877,114.1687268,Yes,Anyone,Anyone,"Street level",,Lifepak,CR2,
"University Heights","No.42-44 Kotewall Road, Mid Levels West, H.K.","G/F Security Control Room",22.2818545,114.1410054,Yes,"Trained Personnel Only","Staff only","Street level",,"Cardiac Science",G5,
"3 MacDonnell Road,","UG/F, Mid-Levels, H. K.","UG/F Gymnasium",22.2760144,114.1562206,Yes,"Trained Personnel Only","Accompanied By Staff only","Non-street level",,"Cardiac Science",G5,
"Jade Grove","Jade Grove ,Clubhouse ,Tsing Fat Lane,Tuen Mun N.T","2/F Clubhouse",22.3661987,114.0009022,Yes,"Trained Personnel Only","Staff only","Non-street level",,"HeartSine Samaritan","SAM 500P",
"The Papillons","21 Tong Chun Street, Tseung Kwan O, N.T.","G/F, Concierge, Club des Papillons",22.3032562,114.2628289,Yes,Anyone,Anyone,"Street level",,"Nihon Kohden","Cardiolife AED-3100",
"Papillons Square","21 Tong Chun Street, Tseung Kwan O, N.T.","B1/F Shopping Mall Service Counter",22.3032811,114.2627967,Yes,Anyone,Anyone,"Non-street level",,"Nihon Kohden","Cardiolife AED-3100",
"Pictoral Garden Phase 2","No.23 On King Street, Shatin","UG/F Control Room",22.3951462,114.2087449,Yes,Anyone,Anyone,"Non-street level",,"HeartSine Samaritan","SAM 500P",
"Billionnaire Royale","No. 83 Sa Po Road, Kowloon City, Kln","G/F Fire Service Control Room",22.3307466,114.1923742,Yes,Anyone,Anyone,"Street level",,defibtech,"DCF-E130-CH Lifeline AUTO",
"Nina Mall 1","No. 8 Yeung Uk Road, Tsuen Wan, N.T.","1/F Concierge",22.368611,114.113056,Yes,"Trained Personnel Only","Accompanied By Staff only","Non-street level",,"Cardiac Science",G5,
"Nina Mall 2","No. 98 Tai Ho Road, Tsuen Wan, N.T.","2/F Concierge",22.368748,114.11299,Yes,"Trained Personnel Only","Accompanied By Staff only","Non-street level",,"Cardiac Science",G5,
"Sik Sik Yuen Social Service Coordination Office","Sik Sik Yuen Social Complex, No. 38 Fung Tak Road, Wong Tai Sin, Kowloon","Unit B 1/F Lobby",22.343088,114.197468,Yes,Anyone,Anyone,"Non-street level",,Heartsine,"SAM 500P",
"Ho Yam Care and Attention Home for the Elderly","Sik Sik Yuen Social Complex, No.38 Fung Tak Road, Wong Tai Sin, Kowloon","Unit A G/F Lobby",22.343088,114.197468,Yes,Anyone,Anyone,"Street level",,"Pacific Science",G5,
"Ho Yam Care and Attention Home for the Elderly","Sik Sik Yuen Social Complex, No.38 Fung Tak Road, Wong Tai Sin, Kowloon","Unit A 2/F Nursing Station",22.343088,114.197468,Yes,Anyone,Anyone,"Non-street level",,"Pacific Science",G5,
"Ho Yam Care and Attention Home for the Elderly","Sik Sik Yuen Social Complex, No.38 Fung Tak Road, Wong Tai Sin, Kowloon","Unit A 3/F Nursing Station",22.343088,114.197468,Yes,Anyone,Anyone,"Non-street level",,"Pacific Science",G5,
"Ho Yam Care and Attention Home for the Elderly","Sik Sik Yuen Social Complex, No.38 Fung Tak Road, Wong Tai Sin, Kowloon","Unit A 4/F Nursing Station",22.343088,114.197468,Yes,Anyone,Anyone,"Non-street level",,"Pacific Science",G5,
"Ho Yam Care and Attention Home for the Elderly","Sik Sik Yuen Social Complex, No.38 Fung Tak Road, Wong Tai Sin, Kowloon","Unit A 5/F Nursing Station",22.343088,114.197468,Yes,Anyone,Anyone,"Non-street level",,"Pacific Science",G5,
"Ho Yam Care and Attention Home for the Elderly","Sik Sik Yuen Social Complex, No.38 Fung Tak Road, Wong Tai Sin, Kowloon","Unit A 6/F Nursing Station",22.343088,114.197468,Yes,Anyone,Anyone,"Non-street level",,"Pacific Science",G5,
"Ho On Home For The Elderly","2/F, Shek Ning House, Shek Lei (I) Estate, Kwai Chung, New Territories",Hall,22.3618438,114.137792,Yes,Anyone,Anyone,"Non-street level",,"Pacific Science",G5,
"Ho On Home For The Elderly","2/F, Shek Ning House, Shek Lei (I) Estate, Kwai Chung, New Territories","Nursing Room",22.3628406,114.1398849,Yes,Anyone,Anyone,"Non-street level",,Philips,FR3,
"Ho Shin Home for the Elderly","G/F , Shin King House, Fu Shin Estate, Tai Po, New Territories","Nursing Room",22.453701,114.1748428,Yes,Anyone,Anyone,"Street level",,"Pacific Science",G5,
"Ho Shin Home for the Elderly","2/F , Shin King House, Fu Shin Estate, Tai Po, New Territories","Nursing Room",22.4548605,114.1770513,Yes,Anyone,Anyone,"Non-street level",,"Pacific Science",G5,
"Ho Shing Home for the Elderly","G/F, Kwong Yeung House, Kwong Yuen Estate, Shatin, New Territories","G/F Nursing Room",22.3806584,114.2139835,Yes,Anyone,Anyone,"Street level",,"Pacific Science",G5,
"Ho Shing Home for the Elderly","2/F, Kwong Yeung House, Kwong Yuen Estate, Shatin, New Territories","1/F, Nursing Room",22.3806584,114.2139835,Yes,Anyone,Anyone,"Non-street level",,"Pacific Science",G5,
"Ho Cheung Home for the Elderly","G/F, Leung Wah House, Leung King Estate, Tuen Mun, New Territories","G/F Nursing Room",22.4075,113.9627778,Yes,Anyone,Anyone,"Street level",,"Pacific Science",G5,
"Ho Cheung Home for the Elderly","1/F, Leung Wah House, Leung King Estate, Tuen Mun, New Territories","1/F, Nursing Room",22.4075,113.9627778,Yes,Anyone,Anyone,"Non-street level",,"Pacific Science",G5,
"Unit C Sik Sik Yuen Clinic","G/F, Sik Sik Yuen Social Services Complex, 38 Fung Tak Road, Wong Tai Sin, Kowloon","G/F Clinic B Lobby",22.342999,114.197383,Yes,Anyone,Anyone,"Street level",,"Pacific Science",G3,
"Ho Lap College (Sponsored by Sik Sik Yuen)","15 Tseuk Luk Street, San Po Kong, Kln.","G/F, General Office",22.3366436,114.1957214,Yes,"Trained Personnel Only","Accompanied By Staff only","Street level",,"Physio Control","Lifepak CR Plus",
"Ho Fung College (Sponsored by Sik Sik Yuen)","448 Wo Yi Hop Road, Sheung Kwai Chung, N.T.","1/F, General Office",22.3806082,114.13555,Yes,"Trained Personnel Only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Ho Dao College (Sponsored by Sik Sik Yuen)","11 Hung Shun Rd., Hung Shui Kiu, Yuen Long, N.T.","G/F, General Office",22.4339014,113.9996928,Yes,"Trained Personnel Only","Accompanied By Staff only","Street level",,"Physio Control","Lifepak CR Plus",
"Ho Ngai College (Sponsored by Sik Sik Yuen)","8 Oi Ming Lane, Tuen Mun, N.T.","G/F, Medical Room",22.3894951,113.9745096,Yes,"Trained Personnel Only","Accompanied By Staff only","Street level",,"Physio Control","Lifepak CR Plus",
"Ho Yu College and Primary School (Sponsored by Sik Sik Yuen)","No.4-6 Kin Tung Rd, Tung Chung, Lantau Island, N.T.","G/F, Lift Lobby of Primary School Premise",22.2934898,113.9503474,Yes,"Trained Personnel Only","Accompanied By Staff only","Street level",,"Physio Control","Lifepak CR Plus",
"Ho Yu College and Primary School (Sponsored by Sik Sik Yuen)","No.4-6 Kin Tung Rd, Tung Chung, Lantau Island, N.T.","G/F, Security Guard Post of Secondary School Premise",22.2934898,113.9503474,Yes,"Trained Personnel Only","Accompanied By Staff only","Street level",,"Physio Control","Lifepak CR Plus",
"Ho Koon Nature Education cum Astronomical Centre (Sponsored by Sik Sik Yuen)","101 Route Twisk, Tsuen Wan, N.T.","G/F, Main Entrance",22.3836777,114.1080532,Yes,"Trained Personnel Only","Accompanied By Staff only","Street level",,"Physio Control","Lifepak CR Plus",
"Ho Shun Primary School (Sponsored by Sik Sik Yuen)","Estate School No.3, Lei Muk Shue Est., Kwai Chung, N.T.","1/F, General Office",22.3792004,114.1357605,Yes,"Trained Personnel Only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Ho Ming Primary School (Sponsored by Sik Sik Yuen)","2 Tin Pak Road, Tin Shui Wai, Yuen Long, N.T.","1/F, General Office",22.4540003,114.0061975,Yes,"Trained Personnel Only","Accompanied By Staff only","Non-street level",,"Physio Control","Lifepak CR Plus",
"Ho Lap Primary School (Sponsored by Sik Sik Yuen)","88 Sheung Fung Street, Tsz Wan Shan, Kln","G/F, General Office",22.3460294,114.1977185,Yes,"Trained Personnel Only","Accompanied By Staff only","Street level",,"Physio Control","Lifepak CR Plus",
"TWGHs Wu Chiang Wai Fong Care & Attention Home","WCWFC&AH Shuen Wan Complex for the Elderly, No. 93 Sam Mun Tsai Road, Shuen Wan, Tai Po, N.T.","1/F Nurses Station",22.458109,114.209362,Yes,"Staff only","Staff only","Non-street level",,Philips,FR2+,
"TWGHs Wu Chiang Wai Fong Care & Attention Home","WCWFC&AH Shuen Wan Complex for the Elderly, No. 93 Sam Mun Tsai Road, Shuen Wan, Tai Po, N.T.","G/F Nurses Station",22.458109,114.209362,Yes,"Staff only","Staff only","Street level",,Philips,FR2+,
"TWGHs Wu Chiang Wai Fong Care & Attention Home","WCWFC&AH Shuen Wan Complex for the Elderly, No. 93 Sam Mun Tsai Road, Shuen Wan, Tai Po, N.T.","2/F Nurses Station",22.458109,114.209362,Yes,"Staff only","Staff only","Non-street level",,Philips,FR2+,
"TWGHs Fong Wong Woon Tei Home for the Elderly","G/F, Cheung Tak House, Cheung Wah Estate, Fanling, N.T.","G/F Main Entrance",22.4928965,114.1415218,Yes,"Trained Personnel Only","Accompanied By Staff only","Street level",,Philips,"HeartStart HS1",
"TWGHs Fong Wong Woon Tei Home for the Elderly","G/F, Cheung Tak House, Cheung Wah Estate, Fanling, N.T.","G/F Nurse Station",22.4928965,114.1415218,Yes,"Trained Personnel Only","Accompanied By Staff only","Street level",,"Cardiac Science",G3,
"TWGHs Fong Wong Woon Tei Home for the Elderly","1/F, Cheung Tak House, Cheung Wah Estate, Fanling, N.T.","1/F Nurse Station",22.4928965,114.1415218,Yes,"Trained Personnel Only","Accompanied By Staff only","Non-street level",,Philips,FR3,
"TWGHs Hui Lai Kuen Home for the Elderly","Room 2, G/F.,Tai Ling House, Tai Yuen Estate, Tai Po, N.T.","Room 2",22.4552859,114.1677623,Yes,"Trained Personnel Only","Staff only","Street level",,Philips,FR3,
"TWGHs Po Chung Chuen Ying Home for the Elderly","Nurse Station, G/F, Shun Ming Hse, Wah Ming Estate, Fanling, N.T.","G/F Nurse Station",22.4840745,114.1411358,Yes,"Trained Personnel Only","Staff only","Street level",,"Powerheart AED","G3 Plus Semi-Automatic",
"TWGHs Po Chung Chuen Ying Home for the Elderly","Nurse Station, 1/F, Shun Ming Hse, Wah Ming Estate, Fanling, N.T.","1/F Nurse Station",22.4843779,114.1402851,Yes,"Trained Personnel Only","Staff only","Non-street level",,"Powerheart AED","G5 Semi-auto",
"Tuen Mun Town Plaza Phase I (Shopping Arcade)","1 Tuen Shun Street, New territories","Concierge, 1/F",22.392994754731,113.97660560412,Yes,"Staff only","Staff only","Non-street level",,"Cardiac Science","G3 Elite (Fully-auto)",
"TWGHs Yao Ling Sun Memorial Day Activity Centre cum Hostel","Unit 201-202, 2/F, Tin Ching Amenity and Community Buidling, Tin Ching Estate, Tin Shui Wai, N.T.","Nurse Room (Small)",22.4633036,114.0044784,Yes,"Trained Personnel Only","Staff only","Non-street level",,"Cardiac Science","G3 Pro",
"TWGHs Tai Tung Pui Care &amp; Attention Home","1-4/F, Tai Tung Pui Social Service Building, 32 Tsing Sin Street, Tuen Mun, New Territories","2/F Nurse Room",22.3851448,113.9799924,Yes,"Trained Personnel Only","Staff only","Non-street level",,"Cardiac Science",G3,
"TWGHs Tai Tung Pui Care &amp; Attention Home","1-4/F, Tai Tung Pui Social Service Building, 32 Tsing Sin Street, Tuen Mun, New Territories","3/F Nurse Room",22.3851448,113.9799924,Yes,"Trained Personnel Only","Staff only","Non-street level",,"Cardiac Science",G3,
"TWGHs Tai Tung Pui Care &amp; Attention Home","9/F, Tai Tung Pui Social Service Building, 32 Tsing Sin Street, Tuen Mun, New Territories","9/F Community Care Service Vouchers for the Elderly - Happy Mind Community Support Centre for the Elderly",22.3851448,113.9799924,Yes,"Trained Personnel Only","Staff only","Non-street level",,"Cardiac Science",G3,
"TWGHs Tai Tung Pui Day Care Centre for the Elderly","G/F, Tai Tung Pui Social Service Building, 32 Tsing Sin Street, Tuen Mun, N.T.",G/F,22.3851448,113.9799924,Yes,"Trained Personnel Only","Staff only","Street level",,"Cardiac Science","Powerheart AED G3 Pro",
"TWGHs Tai Tung Pui Day Activity Centre cum Hostel","5-8/F, Tai Tung Pui Social Service Building, 32 Tsing Sin Street, Tuen Mun, New Territories","5/F Nurse Room",22.3851448,113.9799924,Yes,"Trained Personnel Only","Staff only","Non-street level",,"Cardiac Science",G3,
